Mod:Item:MetaData, Localized Name
hbm:fluid_tank_full:12, Universal Fluid Tank: Heavy Oil
hbm:fluid_tank_full:91, Universal Fluid Tank: Vacuum Heavy Oil
hbm:fluid_tank_full:19, Universal Fluid Tank: Naphtha
hbm:fluid_tank_full:138, Universal Fluid Tank: Desulfurized Naphtha
hbm:fluid_tank_full:64, Universal Fluid Tank: Cracked Naphtha
hbm:fluid_tank_full:106, Universal Fluid Tank: Coker Naphtha
hbm:fluid_tank_full:92, Universal Fluid Tank: Reformate
hbm:fluid_tank_full:21, Universal Fluid Tank: Light Oil
hbm:fluid_tank_full:139, Universal Fluid Tank: Desulfurized Light Oil
hbm:fluid_tank_full:65, Universal Fluid Tank: Cracked Light Oil
hbm:fluid_tank_full:93, Universal Fluid Tank: Vacuum Light Oil
hbm:fluid_tank_full:13, Universal Fluid Tank: Bitumen
hbm:fluid_tank_full:14, Universal Fluid Tank: Industrial Oil
hbm:fluid_tank_full:15, Universal Fluid Tank: Heating Oil
hbm:fluid_tank_full:96, Universal Fluid Tank: Heavy Heating Oil
hbm:fluid_tank_full:16, Universal Fluid Tank: Reclaimed Industrial Oil
hbm:fluid_tank_full:18, Universal Fluid Tank: Engine Lubricant
hbm:fluid_tank_full:23, Universal Fluid Tank: Natural Gas
hbm:fluid_tank_full:107, Universal Fluid Tank: Coker Gas
hbm:fluid_tank_full:24, Universal Fluid Tank: Petroleum Gas
hbm:fluid_tank_full:94, Universal Fluid Tank: Sour Gas
hbm:fluid_tank_full:25, Universal Fluid Tank: LPG
hbm:fluid_tank_full:86, Universal Fluid Tank: Syngas
hbm:fluid_tank_full:87, Universal Fluid Tank: Oxyhydrogen
hbm:fluid_tank_full:67, Universal Fluid Tank: Aromatic Hydrocarbons
hbm:fluid_tank_full:68, Universal Fluid Tank: Unsaturated Hydrocarbons
hbm:fluid_tank_full:95, Universal Fluid Tank: BTX
hbm:fluid_tank_full:100, Universal Fluid Tank: Reformate Gas
hbm:fluid_tank_full:20, Universal Fluid Tank: Diesel
hbm:fluid_tank_full:97, Universal Fluid Tank: High-Cetane Diesel
hbm:fluid_tank_full:66, Universal Fluid Tank: Cracked Diesel
hbm:fluid_tank_full:98, Universal Fluid Tank: High-Cetane Cracked Diesel
hbm:fluid_tank_full:22, Universal Fluid Tank: Kerosene
hbm:fluid_tank_full:99, Universal Fluid Tank: Jet Fuel
hbm:fluid_tank_full:17, Universal Fluid Tank: Petroil
hbm:fluid_tank_full:72, Universal Fluid Tank: Leaded Petroil
hbm:fluid_tank_full:46, Universal Fluid Tank: Gasoline
hbm:fluid_tank_full:73, Universal Fluid Tank: Leaded Gasoline
hbm:fluid_tank_full:47, Universal Fluid Tank: Coal Gasoline
hbm:fluid_tank_full:74, Universal Fluid Tank: Leaded Coal Gasoline
hbm:fluid_tank_full:80, Universal Fluid Tank: Coal Tar Creosote
hbm:fluid_tank_full:79, Universal Fluid Tank: Wood Oil
hbm:fluid_tank_full:26, Universal Fluid Tank: Biogas
hbm:fluid_tank_full:27, Universal Fluid Tank: Biofuel
hbm:fluid_tank_full:59, Universal Fluid Tank: Ethanol
hbm:fluid_tank_full:111, Universal Fluid Tank: Fish Oil
hbm:fluid_tank_full:112, Universal Fluid Tank: Sunflower Seed Oil
hbm:fluid_tank_full:28, Universal Fluid Tank: NITAN© 100 Octane Super Fuel
hbm:fluid_tank_full:154, Universal Fluid Tank: Deuterated Hydrocarbon
hbm:fluid_tank_full:41, Universal Fluid Tank: BF Rocket Fuel
hbm:fluid_tank_full:69, Universal Fluid Tank: Salient Green
hbm:fluid_tank_full:81, Universal Fluid Tank: Seeding Slurry
hbm:fluid_tank_full:101, Universal Fluid Tank: Colloid
hbm:fluid_tank_full:141, Universal Fluid Tank: Vitriol
hbm:fluid_tank_full:142, Universal Fluid Tank: Ore Slop
hbm:fluid_tank_full:104, Universal Fluid Tank: Ionic Gel
hbm:fluid_tank_full:35, Universal Fluid Tank: Hydrogen Peroxide
hbm:fluid_tank_full:75, Universal Fluid Tank: Sulfuric Acid
hbm:fluid_tank_full:82, Universal Fluid Tank: Nitric Acid
hbm:fluid_tank_full:83, Universal Fluid Tank: Solvent
hbm:fluid_tank_full:88, Universal Fluid Tank: High-Performance Solvent
hbm:fluid_tank_full:32, Universal Fluid Tank: Schrabidic Acid
hbm:fluid_tank_full:29, Universal Fluid Tank: Uranium Hexafluoride
hbm:fluid_tank_full:30, Universal Fluid Tank: Plutonium Hexafluoride
hbm:fluid_tank_full:31, Universal Fluid Tank: Schrabidium Trisulfide
hbm:fluid_tank_full:43, Universal Fluid Tank: Pandemonium(III)tantalite Solution
hbm:fluid_tank_full:36, Universal Fluid Tank: Poisonous Mud
hbm:fluid_tank_full:131, Universal Fluid Tank: Fullerene Solution
hbm:fluid_tank_full:108, Universal Fluid Tank: Dissolved Egg
hbm:fluid_tank_full:109, Universal Fluid Tank: Cholesterol Solution
hbm:fluid_tank_full:149, Universal Fluid Tank: Sodium Aluminate
hbm:fluid_tank_full:150, Universal Fluid Tank: Bauxite Solution
hbm:fluid_tank_full:151, Universal Fluid Tank: Alumina
hbm:fluid_tank_full:153, Universal Fluid Tank: Liquid Concrete
hbm:fluid_tank_full:49, Universal Fluid Tank: Fracking Solution
hbm:fluid_tank_full:148, Universal Fluid Tank: Lye
hbm:fluid_tank_full:102, Universal Fluid Tank: Phosgene
hbm:fluid_tank_full:103, Universal Fluid Tank: Mustard Gas
hbm:fluid_tank_full:110, Universal Fluid Tank: Estradiol Solution
hbm:fluid_tank_full:113, Universal Fluid Tank: Nitroglycerin
hbm:fluid_tank_full:33, Universal Fluid Tank: Antimatter
hbm:fluid_tank_full:34, Universal Fluid Tank: Antischrabidium
hbm:fluid_tank_full:70, Universal Fluid Tank: Experience Juice
hbm:fluid_tank_full:71, Universal Fluid Tank: Ender Juice
hbm:fluid_tank_full:140, Universal Fluid Tank: Stellar Flux
hbm:fluid_tank_full:132, Universal Fluid Tank: Booster Pheromone
hbm:fluid_tank_full:133, Universal Fluid Tank: Modified Booster Pheromone
hbm:fluid_tank_full:89, Universal Fluid Tank: Hydrazine
hbm:fluid_tank_full:1000, Universal Fluid Tank: Custom Fluid Demo
hbm:fluid_tank_full:4000, Universal Fluid Tank: Oxygen-Rich Air
hbm:fluid_tank_full:4001, Universal Fluid Tank: Carbon Tetrachloride
hbm:fluid_tank_full:4002, Universal Fluid Tank: Chloroethane
hbm:fluid_tank_full:4003, Universal Fluid Tank: Chlorinated Benzenes
hbm:fluid_tank_full:4004, Universal Fluid Tank: Vinyl Chloride
hbm:fluid_tank_full:4005, Universal Fluid Tank: Aqueous Copper
hbm:fluid_tank_full:4006, Universal Fluid Tank: Aqueous Nickel
hbm:fluid_tank_full:4007, Universal Fluid Tank: Copper Sulfate
hbm:fluid_tank_full:4008, Universal Fluid Tank: Brine
hbm:fluid_tank_full:4009, Universal Fluid Tank: Conglomera
hbm:fluid_tank_full:4010, Universal Fluid Tank: Halide Gas
hbm:fluid_tank_full:4011, Universal Fluid Tank: Light Halocarbons
hbm:fluid_tank_full:4012, Universal Fluid Tank: hbmfluid.lithcarbonate
hbm:fluid_tank_full:4013, Universal Fluid Tank: Tektonic Crude
hbm:fluid_tank_full:4014, Universal Fluid Tank: Elbow Grease
hbm:fluid_tank_full:4015, Universal Fluid Tank: N-MASS(III) Tetrahexaethanol
hbm:fluid_tank_full:4016, Universal Fluid Tank: N-MASS(II) Driver Fuel
hbm:fluid_tank_full:4017, Universal Fluid Tank: Scutterblood
hbm:fluid_tank_full:4018, Universal Fluid Tank: Pertechnetic Acid
hbm:fluid_tank_full:4019, Universal Fluid Tank: Neon Gas
hbm:fluid_tank_full:4020, Universal Fluid Tank: Argon Gas
hbm:fluid_tank_full:4021, Universal Fluid Tank: Krypton Gas
hbm:fluid_tank_full:4022, Universal Fluid Tank: Coffee
hbm:fluid_tank_full:4023, Universal Fluid Tank: Tea
hbm:fluid_tank_full:4024, Universal Fluid Tank: Honey
hbm:fluid_tank_full:4025, Universal Fluid Tank: Olive Oil
hbm:fluid_tank_full:4026, Universal Fluid Tank: Fluorine
hbm:fluid_tank_full:4027, Universal Fluid Tank: Duna Air
hbm:fluid_tank_full:4028, Universal Fluid Tank: Tekto Air
hbm:fluid_tank_full:4029, Universal Fluid Tank: Jool Air
hbm:fluid_tank_full:4030, Universal Fluid Tank: Sarnus Air
hbm:fluid_tank_full:4031, Universal Fluid Tank: Urlum Air
hbm:fluid_tank_full:4032, Universal Fluid Tank: Neidon Air
hbm:fluid_tank_full:4033, Universal Fluid Tank: Milk
hbm:fluid_tank_full:4034, Universal Fluid Tank: Strawberry Milk
hbm:fluid_tank_full:4035, Universal Fluid Tank: Eve Air
hbm:fluid_tank_full:4036, Universal Fluid Tank: Potassium Permanganate Solution
hbm:fluid_tank_full:4037, Universal Fluid Tank: Chloromethane
hbm:fluid_tank_full:4038, Universal Fluid Tank: Methanol
hbm:fluid_tank_full:4039, Universal Fluid Tank: Alkyl Bromide
hbm:fluid_tank_full:4040, Universal Fluid Tank: Methylene
hbm:fluid_tank_full:4041, Universal Fluid Tank: Polyethylene
hbm:fluid_tank_full:4042, Universal Fluid Tank: Hydrochloric Acid
hbm:fluid_tank_full:4043, Universal Fluid Tank: Ammonia
hbm:fluid_tank_full:4044, Universal Fluid Tank: Blood Fuel
hbm:fluid_tank_full:4045, Universal Fluid Tank: Mineral Slurry
hbm:fluid_tank_full:4046, Universal Fluid Tank: Liquid Nitrogen
hbm:fluid_tank_full:4047, Universal Fluid Tank: Evaporated Milk
hbm:fluid_tank_full:4048, Universal Fluid Tank: Condensed Milk
hbm:fluid_tank_full:4049, Universal Fluid Tank: Heavy Whipping Cream
hbm:fluid_tank_full:4050, Universal Fluid Tank: Dicyanoacetylene
hbm:fluid_tank_full:4051, Universal Fluid Tank: Morkite
hbm:fluid_tank_full:4052, Universal Fluid Tank: Morkine
hbm:fluid_tank_full:4053, Universal Fluid Tank: Morkite Slurry
hbm:fluid_tank_full:4055, Universal Fluid Tank: Uranium Bromide
hbm:fluid_tank_full:4056, Universal Fluid Tank: Plutonium Bromide
hbm:fluid_tank_full:4057, Universal Fluid Tank: Schrabidium Bromide
hbm:fluid_tank_full:4058, Universal Fluid Tank: Thorium Bromide
hbm:fluid_tank_full:4063, Universal Fluid Tank: hbmfluid.gaseous_hydrogen
hbm:fluid_tank_full:4065, Universal Fluid Tank: hbmfluid.lithydro
hbm:fluid_tank_lead_empty, Empty Hazardous Material Tank
hbm:fluid_tank_lead_full:152, Hazardous Material Tank: Compressed Air
hbm:fluid_tank_lead_full:1, Hazardous Material Tank: Water
hbm:fluid_tank_lead_full:60, Hazardous Material Tank: Heavy Water
hbm:fluid_tank_lead_full:125, Hazardous Material Tank: Hot Heavy Water
hbm:fluid_tank_lead_full:7, Hazardous Material Tank: Lava
hbm:fluid_tank_lead_full:2, Hazardous Material Tank: Steam
hbm:fluid_tank_lead_full:3, Hazardous Material Tank: Dense Steam
hbm:fluid_tank_lead_full:4, Hazardous Material Tank: Super Dense Steam
hbm:fluid_tank_lead_full:5, Hazardous Material Tank: Ultra Dense Steam
hbm:fluid_tank_lead_full:55, Hazardous Material Tank: Carbon Dioxide
hbm:fluid_tank_lead_full:6, Hazardous Material Tank: Coolant
hbm:fluid_tank_lead_full:76, Hazardous Material Tank: Hot Coolant
hbm:fluid_tank_lead_full:145, Hazardous Material Tank: Perfluoromethyl
hbm:fluid_tank_lead_full:146, Hazardous Material Tank: Cold Perfluoromethyl
hbm:fluid_tank_lead_full:147, Hazardous Material Tank: Hot Perfluoromethyl
hbm:fluid_tank_lead_full:37, Hazardous Material Tank: Cryogel
hbm:fluid_tank_lead_full:77, Hazardous Material Tank: Mug Root Beer
hbm:fluid_tank_lead_full:78, Hazardous Material Tank: Hot Mug Root Beer
hbm:fluid_tank_lead_full:84, Hazardous Material Tank: Blood
hbm:fluid_tank_lead_full:85, Hazardous Material Tank: Hot Blood
hbm:fluid_tank_lead_full:126, Hazardous Material Tank: Liquid Sodium
hbm:fluid_tank_lead_full:127, Hazardous Material Tank: Hot Liquid Sodium
hbm:fluid_tank_lead_full:143, Hazardous Material Tank: Liquid Lead
hbm:fluid_tank_lead_full:144, Hazardous Material Tank: Hot Liquid Lead
hbm:fluid_tank_lead_full:128, Hazardous Material Tank: Liquid Thorium Salt
hbm:fluid_tank_lead_full:129, Hazardous Material Tank: Hot Liquid Thorium Salt
hbm:fluid_tank_lead_full:130, Hazardous Material Tank: Depleted Liquid Thorium Salt
hbm:fluid_tank_lead_full:38, Hazardous Material Tank: Liquid Hydrogen
hbm:fluid_tank_lead_full:8, Hazardous Material Tank: Deuterium
hbm:fluid_tank_lead_full:9, Hazardous Material Tank: Tritium
hbm:fluid_tank_lead_full:57, Hazardous Material Tank: Helium-3
hbm:fluid_tank_lead_full:124, Hazardous Material Tank: Helium-4
hbm:fluid_tank_lead_full:39, Hazardous Material Tank: Liquid Oxygen
hbm:fluid_tank_lead_full:40, Hazardous Material Tank: Xenon Gas
hbm:fluid_tank_lead_full:90, Hazardous Material Tank: Chlorine Gas
hbm:fluid_tank_lead_full:42, Hazardous Material Tank: Mercury
hbm:fluid_tank_lead_full:10, Hazardous Material Tank: Crude Oil
hbm:fluid_tank_lead_full:134, Hazardous Material Tank: Desulfurized Crude Oil
hbm:fluid_tank_lead_full:61, Hazardous Material Tank: Cracked Oil
hbm:fluid_tank_lead_full:136, Hazardous Material Tank: Desulfurized Cracked Oil
hbm:fluid_tank_lead_full:62, Hazardous Material Tank: Coal Oil
hbm:fluid_tank_lead_full:105, Hazardous Material Tank: Coker Oil
hbm:fluid_tank_lead_full:11, Hazardous Material Tank: Hot Crude Oil
hbm:fluid_tank_lead_full:135, Hazardous Material Tank: Desulfurized Hot Crude Oil
hbm:fluid_tank_lead_full:63, Hazardous Material Tank: Hot Cracked Oil
hbm:fluid_tank_lead_full:137, Hazardous Material Tank: Desulfurized Hot Cracked Oil
hbm:fluid_tank_lead_full:12, Hazardous Material Tank: Heavy Oil
hbm:fluid_tank_lead_full:91, Hazardous Material Tank: Vacuum Heavy Oil
hbm:fluid_tank_lead_full:19, Hazardous Material Tank: Naphtha
hbm:fluid_tank_lead_full:138, Hazardous Material Tank: Desulfurized Naphtha
hbm:fluid_tank_lead_full:64, Hazardous Material Tank: Cracked Naphtha
hbm:fluid_tank_lead_full:106, Hazardous Material Tank: Coker Naphtha
hbm:fluid_tank_lead_full:92, Hazardous Material Tank: Reformate
hbm:fluid_tank_lead_full:21, Hazardous Material Tank: Light Oil
hbm:fluid_tank_lead_full:139, Hazardous Material Tank: Desulfurized Light Oil
hbm:fluid_tank_lead_full:65, Hazardous Material Tank: Cracked Light Oil
hbm:fluid_tank_lead_full:93, Hazardous Material Tank: Vacuum Light Oil
hbm:fluid_tank_lead_full:13, Hazardous Material Tank: Bitumen
hbm:fluid_tank_lead_full:14, Hazardous Material Tank: Industrial Oil
hbm:fluid_tank_lead_full:15, Hazardous Material Tank: Heating Oil
hbm:fluid_tank_lead_full:96, Hazardous Material Tank: Heavy Heating Oil
hbm:fluid_tank_lead_full:16, Hazardous Material Tank: Reclaimed Industrial Oil
hbm:fluid_tank_lead_full:18, Hazardous Material Tank: Engine Lubricant
hbm:fluid_tank_lead_full:23, Hazardous Material Tank: Natural Gas
hbm:fluid_tank_lead_full:107, Hazardous Material Tank: Coker Gas
hbm:fluid_tank_lead_full:24, Hazardous Material Tank: Petroleum Gas
hbm:fluid_tank_lead_full:94, Hazardous Material Tank: Sour Gas
hbm:fluid_tank_lead_full:25, Hazardous Material Tank: LPG
hbm:fluid_tank_lead_full:86, Hazardous Material Tank: Syngas
hbm:fluid_tank_lead_full:87, Hazardous Material Tank: Oxyhydrogen
hbm:fluid_tank_lead_full:67, Hazardous Material Tank: Aromatic Hydrocarbons
hbm:fluid_tank_lead_full:68, Hazardous Material Tank: Unsaturated Hydrocarbons
hbm:fluid_tank_lead_full:95, Hazardous Material Tank: BTX
hbm:fluid_tank_lead_full:100, Hazardous Material Tank: Reformate Gas
hbm:fluid_tank_lead_full:20, Hazardous Material Tank: Diesel
hbm:fluid_tank_lead_full:97, Hazardous Material Tank: High-Cetane Diesel
hbm:fluid_tank_lead_full:66, Hazardous Material Tank: Cracked Diesel
hbm:fluid_tank_lead_full:98, Hazardous Material Tank: High-Cetane Cracked Diesel
hbm:fluid_tank_lead_full:22, Hazardous Material Tank: Kerosene
hbm:fluid_tank_lead_full:99, Hazardous Material Tank: Jet Fuel
hbm:fluid_tank_lead_full:17, Hazardous Material Tank: Petroil
hbm:fluid_tank_lead_full:72, Hazardous Material Tank: Leaded Petroil
hbm:fluid_tank_lead_full:46, Hazardous Material Tank: Gasoline
hbm:fluid_tank_lead_full:73, Hazardous Material Tank: Leaded Gasoline
hbm:fluid_tank_lead_full:47, Hazardous Material Tank: Coal Gasoline
hbm:fluid_tank_lead_full:74, Hazardous Material Tank: Leaded Coal Gasoline
hbm:fluid_tank_lead_full:80, Hazardous Material Tank: Coal Tar Creosote
hbm:fluid_tank_lead_full:79, Hazardous Material Tank: Wood Oil
hbm:fluid_tank_lead_full:26, Hazardous Material Tank: Biogas
hbm:fluid_tank_lead_full:27, Hazardous Material Tank: Biofuel
hbm:fluid_tank_lead_full:59, Hazardous Material Tank: Ethanol
hbm:fluid_tank_lead_full:111, Hazardous Material Tank: Fish Oil
hbm:fluid_tank_lead_full:112, Hazardous Material Tank: Sunflower Seed Oil
hbm:fluid_tank_lead_full:28, Hazardous Material Tank: NITAN© 100 Octane Super Fuel
hbm:fluid_tank_lead_full:154, Hazardous Material Tank: Deuterated Hydrocarbon
hbm:fluid_tank_lead_full:41, Hazardous Material Tank: BF Rocket Fuel
hbm:fluid_tank_lead_full:69, Hazardous Material Tank: Salient Green
hbm:fluid_tank_lead_full:81, Hazardous Material Tank: Seeding Slurry
hbm:fluid_tank_lead_full:101, Hazardous Material Tank: Colloid
hbm:fluid_tank_lead_full:141, Hazardous Material Tank: Vitriol
hbm:fluid_tank_lead_full:142, Hazardous Material Tank: Ore Slop
hbm:fluid_tank_lead_full:104, Hazardous Material Tank: Ionic Gel
hbm:fluid_tank_lead_full:35, Hazardous Material Tank: Hydrogen Peroxide
hbm:fluid_tank_lead_full:75, Hazardous Material Tank: Sulfuric Acid
hbm:fluid_tank_lead_full:82, Hazardous Material Tank: Nitric Acid
hbm:fluid_tank_lead_full:83, Hazardous Material Tank: Solvent
hbm:fluid_tank_lead_full:88, Hazardous Material Tank: High-Performance Solvent
hbm:fluid_tank_lead_full:32, Hazardous Material Tank: Schrabidic Acid
hbm:fluid_tank_lead_full:29, Hazardous Material Tank: Uranium Hexafluoride
hbm:fluid_tank_lead_full:30, Hazardous Material Tank: Plutonium Hexafluoride
hbm:fluid_tank_lead_full:31, Hazardous Material Tank: Schrabidium Trisulfide
hbm:fluid_tank_lead_full:43, Hazardous Material Tank: Pandemonium(III)tantalite Solution
hbm:fluid_tank_lead_full:58, Hazardous Material Tank: Osmiridic Solution
hbm:fluid_tank_lead_full:36, Hazardous Material Tank: Poisonous Mud
hbm:fluid_tank_lead_full:114, Hazardous Material Tank: Red Mud
hbm:fluid_tank_lead_full:131, Hazardous Material Tank: Fullerene Solution
hbm:fluid_tank_lead_full:108, Hazardous Material Tank: Dissolved Egg
hbm:fluid_tank_lead_full:109, Hazardous Material Tank: Cholesterol Solution
hbm:fluid_tank_lead_full:149, Hazardous Material Tank: Sodium Aluminate
hbm:fluid_tank_lead_full:150, Hazardous Material Tank: Bauxite Solution
hbm:fluid_tank_lead_full:151, Hazardous Material Tank: Alumina
hbm:fluid_tank_lead_full:153, Hazardous Material Tank: Liquid Concrete
hbm:fluid_tank_lead_full:49, Hazardous Material Tank: Fracking Solution
hbm:fluid_tank_lead_full:148, Hazardous Material Tank: Lye
hbm:fluid_tank_lead_full:102, Hazardous Material Tank: Phosgene
hbm:fluid_tank_lead_full:103, Hazardous Material Tank: Mustard Gas
hbm:fluid_tank_lead_full:110, Hazardous Material Tank: Estradiol Solution
hbm:fluid_tank_lead_full:113, Hazardous Material Tank: Nitroglycerin
hbm:fluid_tank_lead_full:33, Hazardous Material Tank: Antimatter
hbm:fluid_tank_lead_full:34, Hazardous Material Tank: Antischrabidium
hbm:fluid_tank_lead_full:70, Hazardous Material Tank: Experience Juice
hbm:fluid_tank_lead_full:71, Hazardous Material Tank: Ender Juice
hbm:fluid_tank_lead_full:140, Hazardous Material Tank: Stellar Flux
hbm:fluid_tank_lead_full:132, Hazardous Material Tank: Booster Pheromone
hbm:fluid_tank_lead_full:133, Hazardous Material Tank: Modified Booster Pheromone
hbm:fluid_tank_lead_full:89, Hazardous Material Tank: Hydrazine
hbm:fluid_tank_lead_full:1000, Hazardous Material Tank: Custom Fluid Demo
hbm:fluid_tank_lead_full:4000, Hazardous Material Tank: Oxygen-Rich Air
hbm:fluid_tank_lead_full:4001, Hazardous Material Tank: Carbon Tetrachloride
hbm:fluid_tank_lead_full:4002, Hazardous Material Tank: Chloroethane
hbm:fluid_tank_lead_full:4003, Hazardous Material Tank: Chlorinated Benzenes
hbm:fluid_tank_lead_full:4004, Hazardous Material Tank: Vinyl Chloride
hbm:fluid_tank_lead_full:4005, Hazardous Material Tank: Aqueous Copper
hbm:fluid_tank_lead_full:4006, Hazardous Material Tank: Aqueous Nickel
hbm:fluid_tank_lead_full:4007, Hazardous Material Tank: Copper Sulfate
hbm:fluid_tank_lead_full:4008, Hazardous Material Tank: Brine
hbm:fluid_tank_lead_full:4009, Hazardous Material Tank: Conglomera
hbm:fluid_tank_lead_full:4010, Hazardous Material Tank: Halide Gas
hbm:fluid_tank_lead_full:4011, Hazardous Material Tank: Light Halocarbons
hbm:fluid_tank_lead_full:4012, Hazardous Material Tank: hbmfluid.lithcarbonate
hbm:fluid_tank_lead_full:4013, Hazardous Material Tank: Tektonic Crude
hbm:fluid_tank_lead_full:4014, Hazardous Material Tank: Elbow Grease
hbm:fluid_tank_lead_full:4015, Hazardous Material Tank: N-MASS(III) Tetrahexaethanol
hbm:fluid_tank_lead_full:4016, Hazardous Material Tank: N-MASS(II) Driver Fuel
hbm:fluid_tank_lead_full:4017, Hazardous Material Tank: Scutterblood
hbm:fluid_tank_lead_full:4018, Hazardous Material Tank: Pertechnetic Acid
hbm:fluid_tank_lead_full:4019, Hazardous Material Tank: Neon Gas
hbm:fluid_tank_lead_full:4020, Hazardous Material Tank: Argon Gas
hbm:fluid_tank_lead_full:4021, Hazardous Material Tank: Krypton Gas
hbm:fluid_tank_lead_full:4022, Hazardous Material Tank: Coffee
hbm:fluid_tank_lead_full:4023, Hazardous Material Tank: Tea
hbm:fluid_tank_lead_full:4024, Hazardous Material Tank: Honey
hbm:fluid_tank_lead_full:4025, Hazardous Material Tank: Olive Oil
hbm:fluid_tank_lead_full:4026, Hazardous Material Tank: Fluorine
hbm:fluid_tank_lead_full:4027, Hazardous Material Tank: Duna Air
hbm:fluid_tank_lead_full:4028, Hazardous Material Tank: Tekto Air
hbm:fluid_tank_lead_full:4029, Hazardous Material Tank: Jool Air
hbm:fluid_tank_lead_full:4030, Hazardous Material Tank: Sarnus Air
hbm:fluid_tank_lead_full:4031, Hazardous Material Tank: Urlum Air
hbm:fluid_tank_lead_full:4032, Hazardous Material Tank: Neidon Air
hbm:fluid_tank_lead_full:4033, Hazardous Material Tank: Milk
hbm:fluid_tank_lead_full:4034, Hazardous Material Tank: Strawberry Milk
hbm:fluid_tank_lead_full:4035, Hazardous Material Tank: Eve Air
hbm:fluid_tank_lead_full:4036, Hazardous Material Tank: Potassium Permanganate Solution
hbm:fluid_tank_lead_full:4037, Hazardous Material Tank: Chloromethane
